DeviceName,EntityId,TsYMD,CH2O,PM2.5,PM10,TVOC,CO2,Temperature,Humidity,Radioactivity,Sound,CO,Stink,NO2,H2S,NH3
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 00:55:07,56.0,2.0,3.0,2562.0,620.0,21.55,37.09,0.0,45.0,0.73,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 00:57:07,57.0,3.0,5.0,2568.0,617.0,22.93,37.1,0.0,47.0,0.86,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 00:59:07,57.0,3.0,5.0,2557.0,620.0,21.58,37.13,0.0,43.0,0.78,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:01:07,57.0,2.0,4.0,2573.0,621.0,21.58,37.16,0.0,46.0,0.74,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:03:07,57.0,3.0,5.0,2550.0,622.0,21.58,37.19,0.0,40.0,1.1,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:05:08,57.0,2.0,4.0,2566.0,621.0,21.6,37.2,0.0,53.0,0.67,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:07:08,57.0,2.0,4.0,2565.0,622.0,21.61,37.2,0.0,41.0,0.47,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:09:08,57.0,3.0,5.0,2583.0,621.0,21.61,37.21,0.0,44.0,0.66,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:11:08,57.0,3.0,5.0,2588.0,626.0,21.62,37.23,0.0,41.0,0.57,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:13:08,57.0,3.0,5.0,2600.0,623.0,21.63,37.25,0.0,39.0,0.59,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:15:08,57.0,2.0,4.0,2593.0,625.0,21.63,37.24,0.0,42.0,0.81,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:17:08,57.0,2.0,4.0,2596.0,624.0,23.02,37.24,0.0,45.0,0.8,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:19:08,57.0,2.0,4.0,2626.0,629.0,21.64,37.27,0.0,46.0,0.61,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:21:08,57.0,2.0,4.0,2622.0,626.0,21.65,37.25,0.0,34.0,0.7,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:23:08,57.0,3.0,5.0,2613.0,628.0,21.66,37.29,0.0,42.0,0.59,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:25:08,57.0,2.0,4.0,2634.0,629.0,21.66,37.31,0.0,45.0,1.07,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:27:08,57.0,2.0,4.0,2625.0,627.0,21.67,37.27,0.0,43.0,0.88,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:29:08,58.0,3.0,5.0,2667.0,630.0,21.67,37.33,0.0,44.0,0.81,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:31:09,57.0,2.0,4.0,2641.0,631.0,21.68,37.35,0.0,45.0,0.9,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:33:09,57.0,3.0,5.0,2653.0,627.0,21.68,37.38,0.0,37.0,0.75,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:35:09,57.0,3.0,5.0,2650.0,631.0,23.07,37.38,0.0,44.0,0.78,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:37:09,58.0,3.0,5.0,2667.0,625.0,21.69,37.38,0.0,43.0,0.7,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:39:09,58.0,2.0,4.0,2657.0,628.0,21.7,37.42,0.0,41.0,0.79,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:41:09,57.0,2.0,4.0,2672.0,633.0,21.71,37.46,0.0,42.0,0.62,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:43:09,57.0,2.0,4.0,2663.0,630.0,21.71,37.49,0.0,40.0,0.75,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:45:09,58.0,3.0,5.0,2639.0,630.0,21.72,37.47,0.0,42.0,1.04,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:47:09,58.0,3.0,5.0,2632.0,631.0,21.72,37.49,0.0,44.0,0.71,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:49:09,58.0,3.0,5.0,2673.0,635.0,21.74,37.54,0.0,41.0,0.83,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:51:09,58.0,3.0,5.0,2661.0,631.0,21.73,37.51,0.0,42.0,0.82,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:53:09,58.0,3.0,5.0,2675.0,633.0,21.74,37.53,0.0,41.0,0.8,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:55:09,58.0,3.0,5.0,2663.0,635.0,21.76,37.54,0.0,45.0,0.85,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:57:09,58.0,3.0,5.0,2716.0,637.0,23.14,37.51,0.0,41.0,0.73,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:59:10,58.0,2.0,3.0,2711.0,635.0,21.77,37.55,0.0,46.0,0.62,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:01:10,58.0,2.0,4.0,2691.0,633.0,21.78,37.55,0.0,37.0,0.63,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:03:10,58.0,2.0,4.0,2703.0,634.0,21.79,37.53,0.0,45.0,0.61,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:05:10,58.0,2.0,4.0,2727.0,635.0,21.79,37.57,0.0,44.0,1.19,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:07:10,58.0,2.0,4.0,2724.0,636.0,21.79,37.59,0.0,42.0,0.98,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:09:10,58.0,2.0,4.0,2723.0,637.0,21.79,37.59,0.0,40.0,1.06,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:11:10,58.0,2.0,4.0,2714.0,636.0,21.81,37.6,0.0,42.0,0.7,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:13:10,58.0,3.0,5.0,2729.0,636.0,21.82,37.61,0.0,35.0,0.64,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:15:10,58.0,3.0,5.0,2741.0,638.0,21.82,37.61,0.0,40.0,0.69,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:17:10,58.0,2.0,4.0,2739.0,635.0,23.2,37.62,0.0,31.0,1.06,0.09,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:19:10,58.0,2.0,4.0,2742.0,634.0,21.83,37.63,0.0,40.0,1.24,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:21:10,58.0,3.0,5.0,2730.0,635.0,21.85,37.63,0.0,43.0,1.3,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:23:10,59.0,3.0,5.0,2773.0,633.0,21.85,37.62,0.0,34.0,0.63,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:25:10,58.0,3.0,5.0,2798.0,635.0,21.85,37.65,0.0,41.0,0.63,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:27:11,58.0,2.0,4.0,2760.0,636.0,21.88,37.69,0.0,44.0,0.95,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:29:11,59.0,2.0,4.0,2766.0,634.0,21.86,37.7,0.0,45.0,1.04,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:31:11,58.0,3.0,5.0,2767.0,636.0,23.27,37.7,0.0,42.0,0.77,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:33:11,58.0,3.0,5.0,2784.0,636.0,21.88,37.71,0.0,43.0,0.62,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:35:11,58.0,3.0,5.0,2820.0,640.0,21.9,37.71,0.0,41.0,0.69,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:37:11,59.0,2.0,4.0,2782.0,638.0,21.91,37.76,0.0,43.0,0.86,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:39:11,58.0,2.0,4.0,2769.0,640.0,21.9,37.78,0.0,31.0,0.93,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:41:11,58.0,2.0,4.0,2760.0,636.0,21.9,37.79,0.0,41.0,0.73,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:43:11,58.0,2.0,4.0,2778.0,636.0,23.28,37.8,0.0,42.0,1.36,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:45:12,59.0,3.0,5.0,2797.0,637.0,21.93,37.79,0.0,36.0,0.78,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:47:11,59.0,3.0,5.0,2794.0,640.0,21.91,37.8,0.0,38.0,0.99,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:49:12,60.0,2.0,4.0,2826.0,639.0,21.92,37.85,0.0,35.0,0.71,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:51:11,60.0,3.0,5.0,2813.0,641.0,21.93,37.88,0.0,41.0,0.89,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:53:11,59.0,3.0,5.0,2780.0,636.0,21.94,37.88,0.0,41.0,0.95,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:55:12,59.0,3.0,5.0,2781.0,639.0,21.95,37.89,0.0,43.0,0.87,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:57:12,59.0,2.0,4.0,2775.0,638.0,21.96,37.89,0.0,39.0,0.83,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:59:12,59.0,3.0,5.0,2805.0,641.0,23.33,37.9,0.0,47.0,0.78,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:01:12,58.0,2.0,4.0,2793.0,640.0,24.71,37.94,0.0,39.0,0.71,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:03:12,58.0,3.0,5.0,2805.0,637.0,21.97,37.94,0.0,46.0,0.75,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:05:12,59.0,3.0,5.0,2811.0,639.0,21.97,37.93,0.0,36.0,0.73,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:07:12,60.0,2.0,4.0,2823.0,639.0,21.97,37.93,0.0,37.0,1.44,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:09:12,59.0,3.0,5.0,2828.0,641.0,23.35,37.95,0.0,42.0,0.64,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:11:12,60.0,3.0,5.0,2802.0,641.0,21.98,37.93,0.0,42.0,1.17,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:13:12,60.0,3.0,5.0,2843.0,643.0,21.98,37.97,0.0,39.0,0.75,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:15:12,60.0,3.0,5.0,2817.0,640.0,21.99,38.0,0.0,44.0,0.81,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:17:12,60.0,2.0,4.0,2840.0,642.0,22.0,37.95,0.0,44.0,0.76,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:19:12,60.0,3.0,5.0,2834.0,643.0,22.0,37.96,0.0,46.0,0.98,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:21:12,60.0,3.0,5.0,2868.0,647.0,23.38,37.96,0.0,38.0,0.86,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:23:12,60.0,3.0,5.0,2888.0,645.0,23.37,37.95,0.0,43.0,0.92,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:25:13,60.0,3.0,5.0,2876.0,644.0,22.01,37.96,0.0,47.0,0.83,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:27:13,61.0,3.0,5.0,2939.0,647.0,23.4,37.96,0.0,49.0,0.72,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:29:13,61.0,2.0,4.0,2938.0,648.0,22.03,37.94,0.0,38.0,0.84,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:31:13,61.0,3.0,5.0,2975.0,648.0,22.03,37.95,0.0,39.0,0.61,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:33:13,61.0,3.0,5.0,2938.0,648.0,22.02,37.98,0.0,46.0,0.64,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:35:13,61.0,3.0,5.0,2941.0,648.0,22.05,38.0,0.0,40.0,0.82,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:37:13,61.0,2.0,4.0,2947.0,647.0,22.03,37.99,0.0,42.0,0.67,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:39:13,61.0,3.0,5.0,3003.0,649.0,22.04,37.98,0.0,41.0,0.9,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:41:13,61.0,3.0,5.0,3012.0,649.0,22.05,37.98,0.0,43.0,0.77,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:43:13,61.0,3.0,5.0,2982.0,649.0,22.04,37.97,0.0,43.0,0.71,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:45:13,61.0,3.0,5.0,3009.0,648.0,23.42,37.98,0.0,37.0,0.74,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:47:13,61.0,3.0,5.0,3026.0,646.0,23.43,37.99,0.0,41.0,0.65,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:49:13,61.0,3.0,5.0,3048.0,649.0,22.06,37.98,0.0,39.0,0.87,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:51:14,61.0,3.0,5.0,3040.0,649.0,22.07,37.99,0.0,42.0,0.75,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:53:14,62.0,3.0,5.0,3049.0,647.0,22.07,38.0,0.0,45.0,0.66,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:55:14,62.0,3.0,5.0,3027.0,652.0,23.44,37.99,0.0,42.0,0.77,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:57:14,62.0,3.0,5.0,3038.0,651.0,22.07,38.01,0.0,44.0,0.88,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:59:14,62.0,3.0,5.0,3043.0,654.0,22.07,38.0,0.0,46.0,0.83,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:01:14,62.0,3.0,5.0,3077.0,654.0,22.09,38.01,0.0,40.0,1.04,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:03:14,62.0,2.0,4.0,3085.0,658.0,22.09,38.04,0.0,45.0,1.22,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:05:14,62.0,3.0,5.0,3089.0,656.0,22.09,38.06,0.0,38.0,0.8,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:07:14,62.0,3.0,5.0,3115.0,650.0,23.48,38.05,0.0,39.0,0.69,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:09:14,62.0,3.0,5.0,3073.0,650.0,22.1,38.08,0.0,42.0,0.86,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:11:14,62.0,3.0,5.0,3092.0,655.0,22.1,38.11,0.0,44.0,0.92,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:13:14,62.0,3.0,5.0,3078.0,652.0,22.11,38.11,0.0,44.0,0.7,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:15:14,62.0,3.0,5.0,3085.0,654.0,23.51,38.1,0.0,43.0,0.93,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:17:14,62.0,3.0,5.0,3103.0,653.0,22.11,38.08,0.0,45.0,0.88,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:19:15,62.0,3.0,5.0,3092.0,653.0,22.13,38.12,0.0,42.0,0.89,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:21:15,62.0,3.0,5.0,3105.0,651.0,23.52,38.18,0.0,41.0,1.12,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:23:15,62.0,3.0,5.0,3087.0,655.0,22.13,38.23,0.0,45.0,1.06,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:25:15,62.0,3.0,5.0,3060.0,655.0,22.13,38.26,0.0,39.0,1.02,0.1,0.01,0.0,0.0
Device 10000008,82bb6800-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:27:15,62.0,3.0,5.0,3057.0,659.0,22.13,38.27,0.0,37.0,0.99,0.1,0.01,0.0,0.0
