Time,Temperature,Humidity,TVOC,CO,CO2,CH2O,PM10
2022-07-13 02:13:10,21.82,37.61,2729.0,0.64,636.0,58.0,5.0
2022-07-13 02:15:10,21.82,37.61,2741.0,0.69,638.0,58.0,5.0
2022-07-13 02:17:10,23.2,37.62,2739.0,1.06,635.0,58.0,4.0
2022-07-13 02:19:10,21.83,37.63,2742.0,1.24,634.0,58.0,4.0
2022-07-13 02:21:10,21.85,37.63,2730.0,1.3,635.0,58.0,5.0
2022-07-13 02:23:10,21.85,37.62,2773.0,0.63,633.0,59.0,5.0
2022-07-13 02:25:10,21.85,37.65,2798.0,0.63,635.0,58.0,5.0
2022-07-13 02:27:11,21.88,37.69,2760.0,0.95,636.0,58.0,4.0
2022-07-13 02:29:11,21.86,37.7,2766.0,1.04,634.0,59.0,4.0
2022-07-13 02:31:11,23.27,37.7,2767.0,0.77,636.0,58.0,5.0
2022-07-13 02:33:11,21.88,37.71,2784.0,0.62,636.0,58.0,5.0
2022-07-13 02:35:11,21.9,37.71,2820.0,0.69,640.0,58.0,5.0
2022-07-13 02:37:11,21.91,37.76,2782.0,0.86,638.0,59.0,4.0
2022-07-13 02:39:11,21.9,37.78,2769.0,0.93,640.0,58.0,4.0
2022-07-13 02:41:11,21.9,37.79,2760.0,0.73,636.0,58.0,4.0
2022-07-13 02:43:11,23.28,37.8,2778.0,1.36,636.0,58.0,4.0
2022-07-13 02:45:12,21.93,37.79,2797.0,0.78,637.0,59.0,5.0
2022-07-13 02:47:11,21.91,37.8,2794.0,0.99,640.0,59.0,5.0
2022-07-13 02:49:12,21.92,37.85,2826.0,0.71,639.0,60.0,4.0
2022-07-13 02:51:11,21.93,37.88,2813.0,0.89,641.0,60.0,5.0
2022-07-13 02:53:11,21.94,37.88,2780.0,0.95,636.0,59.0,5.0
2022-07-13 02:55:12,21.95,37.89,2781.0,0.87,639.0,59.0,5.0
2022-07-13 02:57:12,21.96,37.89,2775.0,0.83,638.0,59.0,4.0
2022-07-13 02:59:12,23.33,37.9,2805.0,0.78,641.0,59.0,5.0
2022-07-13 03:01:12,24.71,37.94,2793.0,0.71,640.0,58.0,4.0
2022-07-13 03:03:12,21.97,37.94,2805.0,0.75,637.0,58.0,5.0
2022-07-13 03:05:12,21.97,37.93,2811.0,0.73,639.0,59.0,5.0
2022-07-13 03:07:12,21.97,37.93,2823.0,1.44,639.0,60.0,4.0
2022-07-13 03:09:12,23.35,37.95,2828.0,0.64,641.0,59.0,5.0
2022-07-13 03:11:12,21.98,37.93,2802.0,1.17,641.0,60.0,5.0
2022-07-13 03:13:12,21.98,37.97,2843.0,0.75,643.0,60.0,5.0
2022-07-13 03:15:12,21.99,38.0,2817.0,0.81,640.0,60.0,5.0
2022-07-13 03:17:12,22.0,37.95,2840.0,0.76,642.0,60.0,4.0
2022-07-13 03:19:12,22.0,37.96,2834.0,0.98,643.0,60.0,5.0
2022-07-13 03:21:12,23.38,37.96,2868.0,0.86,647.0,60.0,5.0
2022-07-13 03:23:12,23.37,37.95,2888.0,0.92,645.0,60.0,5.0
2022-07-13 03:25:13,22.01,37.96,2876.0,0.83,644.0,60.0,5.0
2022-07-13 03:27:13,23.4,37.96,2939.0,0.72,647.0,61.0,5.0
2022-07-13 03:29:13,22.03,37.94,2938.0,0.84,648.0,61.0,4.0
2022-07-13 03:31:13,22.03,37.95,2975.0,0.61,648.0,61.0,5.0
2022-07-13 03:33:13,22.02,37.98,2938.0,0.64,648.0,61.0,5.0
2022-07-13 03:35:13,22.05,38.0,2941.0,0.82,648.0,61.0,5.0
2022-07-13 03:37:13,22.03,37.99,2947.0,0.67,647.0,61.0,4.0
2022-07-13 03:39:13,22.04,37.98,3003.0,0.9,649.0,61.0,5.0
2022-07-13 03:41:13,22.05,37.98,3012.0,0.77,649.0,61.0,5.0
2022-07-13 03:43:13,22.04,37.97,2982.0,0.71,649.0,61.0,5.0
2022-07-13 03:45:13,23.42,37.98,3009.0,0.74,648.0,61.0,5.0
2022-07-13 03:47:13,23.43,37.99,3026.0,0.65,646.0,61.0,5.0
2022-07-13 03:49:13,22.06,37.98,3048.0,0.87,649.0,61.0,5.0
2022-07-13 03:51:14,22.07,37.99,3040.0,0.75,649.0,61.0,5.0
2022-07-13 03:53:14,22.07,38.0,3049.0,0.66,647.0,62.0,5.0
2022-07-13 03:55:14,23.44,37.99,3027.0,0.77,652.0,62.0,5.0
2022-07-13 03:57:14,22.07,38.01,3038.0,0.88,651.0,62.0,5.0
2022-07-13 03:59:14,22.07,38.0,3043.0,0.83,654.0,62.0,5.0
2022-07-13 04:01:14,22.09,38.01,3077.0,1.04,654.0,62.0,5.0
2022-07-13 04:03:14,22.09,38.04,3085.0,1.22,658.0,62.0,4.0
2022-07-13 04:05:14,22.09,38.06,3089.0,0.8,656.0,62.0,5.0
2022-07-13 04:07:14,23.48,38.05,3115.0,0.69,650.0,62.0,5.0
2022-07-13 04:09:14,22.1,38.08,3073.0,0.86,650.0,62.0,5.0
2022-07-13 04:11:14,22.1,38.11,3092.0,0.92,655.0,62.0,5.0
2022-07-13 04:13:14,22.11,38.11,3078.0,0.7,652.0,62.0,5.0
2022-07-13 04:15:14,23.51,38.1,3085.0,0.93,654.0,62.0,5.0
2022-07-13 04:17:14,22.11,38.08,3103.0,0.88,653.0,62.0,5.0
2022-07-13 04:19:15,22.13,38.12,3092.0,0.89,653.0,62.0,5.0
2022-07-13 04:21:15,23.52,38.18,3105.0,1.12,651.0,62.0,5.0
2022-07-13 04:23:15,22.13,38.23,3087.0,1.06,655.0,62.0,5.0
2022-07-13 04:25:15,22.13,38.26,3060.0,1.02,655.0,62.0,5.0
2022-07-13 04:27:15,22.13,38.27,3057.0,0.99,659.0,62.0,5.0
2022-07-13 04:29:15,23.52,38.31,3087.0,0.81,658.0,62.0,5.0
2022-07-13 04:31:15,22.14,38.26,3090.0,0.57,659.0,62.0,5.0
2022-07-13 04:33:15,22.15,38.23,3136.0,0.67,659.0,62.0,5.0
2022-07-13 04:35:15,23.54,38.24,3143.0,0.88,658.0,62.0,5.0
2022-07-13 04:37:15,22.15,38.27,3131.0,0.96,659.0,62.0,5.0
2022-07-13 04:39:15,22.16,38.29,3117.0,0.99,657.0,62.0,5.0
2022-07-13 04:41:15,22.15,38.29,3135.0,0.68,658.0,62.0,5.0
2022-07-13 04:43:15,23.54,38.28,3166.0,0.85,658.0,62.0,5.0
2022-07-13 04:45:15,22.17,38.29,3153.0,0.82,659.0,62.0,5.0
2022-07-13 04:47:15,22.16,38.29,3162.0,0.8,659.0,62.0,5.0
2022-07-13 04:49:16,22.16,38.33,3168.0,0.71,659.0,62.0,5.0
2022-07-13 04:51:16,22.17,38.39,3143.0,0.87,662.0,62.0,5.0
2022-07-13 04:53:16,22.17,38.4,3142.0,0.92,659.0,62.0,5.0
2022-07-13 04:55:16,22.17,38.4,3114.0,0.9,658.0,62.0,5.0
2022-07-13 04:57:16,22.18,38.41,3138.0,0.61,661.0,62.0,5.0
2022-07-13 04:59:16,22.18,38.41,3172.0,1.0,664.0,62.0,5.0
2022-07-13 05:01:16,22.18,38.42,3146.0,0.64,663.0,62.0,5.0
2022-07-13 05:03:16,22.18,38.44,3170.0,0.62,665.0,62.0,5.0
2022-07-13 05:05:16,22.18,38.47,3182.0,0.63,661.0,62.0,5.0
2022-07-13 05:07:16,22.19,38.51,3161.0,0.87,663.0,62.0,5.0
2022-07-13 05:09:16,22.18,38.51,3177.0,0.69,662.0,62.0,5.0
2022-07-13 05:11:16,22.19,38.52,3205.0,0.65,664.0,62.0,5.0
2022-07-13 05:13:16,22.18,38.54,3173.0,0.99,665.0,62.0,5.0
2022-07-13 05:15:16,23.57,38.57,3155.0,0.8,661.0,62.0,5.0
2022-07-13 05:17:17,23.57,38.56,3199.0,0.83,664.0,62.0,5.0
2022-07-13 05:19:17,22.19,38.55,3184.0,0.75,665.0,62.0,5.0
2022-07-13 05:21:17,23.57,38.55,3196.0,0.68,664.0,62.0,5.0
2022-07-13 05:23:17,22.2,38.55,3209.0,0.77,665.0,62.0,5.0
2022-07-13 05:25:17,22.2,38.59,3196.0,0.91,667.0,62.0,5.0
2022-07-13 05:27:17,22.2,38.61,3203.0,0.92,666.0,62.0,5.0
2022-07-13 05:29:17,22.21,38.61,3220.0,0.77,666.0,62.0,5.0
2022-07-13 05:31:17,23.58,38.63,3199.0,0.51,661.0,62.0,5.0
2022-07-13 05:33:17,22.21,38.64,3183.0,1.05,665.0,62.0,5.0
2022-07-13 05:35:17,22.21,38.65,3209.0,0.72,668.0,62.0,5.0
2022-07-13 05:37:17,22.21,38.66,3209.0,0.79,668.0,62.0,5.0
2022-07-13 05:39:17,22.21,38.69,3212.0,0.96,669.0,62.0,5.0
2022-07-13 05:41:17,22.21,38.7,3206.0,0.94,669.0,62.0,6.0
2022-07-13 05:43:17,22.21,38.72,3198.0,0.79,673.0,62.0,5.0
2022-07-13 05:45:18,22.22,38.72,3223.0,0.98,672.0,62.0,5.0
2022-07-13 05:47:18,22.22,38.7,3253.0,0.84,670.0,63.0,5.0
2022-07-13 05:49:18,22.22,38.69,3252.0,0.78,670.0,63.0,5.0
2022-07-13 05:51:18,22.22,38.69,3278.0,0.64,673.0,63.0,5.0
2022-07-13 05:53:18,22.22,38.68,3251.0,0.86,673.0,63.0,6.0
2022-07-13 05:55:18,22.22,38.67,3301.0,0.82,674.0,63.0,5.0
2022-07-13 05:57:18,22.22,38.68,3285.0,0.79,670.0,63.0,5.0
2022-07-13 05:59:18,22.22,38.69,3261.0,0.66,669.0,63.0,5.0
2022-07-13 06:01:18,22.23,38.68,3255.0,0.9,672.0,63.0,5.0
2022-07-13 06:03:18,22.22,38.67,3273.0,0.93,672.0,63.0,6.0
2022-07-13 06:05:18,22.22,38.66,3283.0,0.64,675.0,63.0,6.0
2022-07-13 06:07:18,22.23,38.66,3309.0,0.94,672.0,63.0,5.0
2022-07-13 06:09:18,22.23,38.68,3303.0,0.74,674.0,63.0,6.0
2022-07-13 06:11:18,23.61,38.7,3263.0,0.86,667.0,63.0,5.0
2022-07-13 06:13:19,22.23,38.71,3284.0,0.74,670.0,63.0,6.0
2022-07-13 06:15:19,22.23,38.69,3282.0,0.79,671.0,63.0,5.0
2022-07-13 06:17:19,22.23,38.7,3317.0,0.74,669.0,63.0,6.0
2022-07-13 06:19:19,22.23,38.7,3298.0,0.88,666.0,63.0,6.0
2022-07-13 06:21:19,22.24,38.67,3337.0,0.74,672.0,64.0,5.0
2022-07-13 06:23:19,22.24,38.68,3332.0,0.69,671.0,64.0,6.0
2022-07-13 06:25:19,23.62,38.72,3299.0,0.96,675.0,64.0,6.0
2022-07-13 06:27:19,22.25,38.71,3315.0,0.83,673.0,64.0,6.0
2022-07-13 06:29:19,23.62,38.7,3348.0,0.85,673.0,64.0,6.0
2022-07-13 06:31:19,22.24,38.71,3311.0,0.87,670.0,63.0,6.0
2022-07-13 06:33:19,22.25,38.76,3276.0,0.98,668.0,64.0,6.0
2022-07-13 06:35:19,22.25,38.89,3230.0,0.86,664.0,62.0,6.0
2022-07-13 06:37:19,22.26,39.02,3188.0,0.68,661.0,62.0,6.0
2022-07-13 06:39:19,23.63,39.31,3027.0,0.61,659.0,61.0,6.0
2022-07-13 06:41:20,22.25,39.26,3037.0,0.68,659.0,61.0,6.0
2022-07-13 06:43:20,22.26,39.11,3132.0,0.56,665.0,61.0,6.0
2022-07-13 06:45:20,22.25,39.13,3151.0,0.92,664.0,61.0,6.0
2022-07-13 06:47:20,23.64,39.1,3138.0,0.8,665.0,61.0,6.0
2022-07-13 06:49:20,22.26,39.13,3161.0,0.67,666.0,61.0,6.0
2022-07-13 06:51:20,22.26,39.12,3162.0,0.8,664.0,61.0,6.0
2022-07-13 06:53:20,22.26,39.17,3102.0,0.73,662.0,61.0,6.0
2022-07-13 06:55:20,22.25,39.13,3145.0,0.92,665.0,61.0,6.0
2022-07-13 06:57:20,22.26,39.08,3140.0,0.87,663.0,62.0,6.0
2022-07-13 06:59:20,22.27,39.03,3173.0,0.89,664.0,62.0,6.0
2022-07-13 07:01:20,22.26,39.03,3186.0,0.77,661.0,62.0,6.0
2022-07-13 07:03:20,23.64,39.11,3136.0,0.81,662.0,62.0,6.0
2022-07-13 07:05:20,22.26,39.09,3135.0,0.86,658.0,62.0,6.0
2022-07-13 07:07:20,22.26,39.25,3076.0,0.9,655.0,61.0,6.0
2022-07-13 07:09:21,22.27,39.44,2979.0,0.71,651.0,60.0,6.0
2022-07-13 07:11:21,22.26,39.54,2890.0,0.89,650.0,59.0,7.0
2022-07-13 07:13:21,22.27,39.46,2919.0,0.8,654.0,59.0,6.0
2022-07-13 07:15:21,23.66,39.53,2946.0,0.73,654.0,59.0,8.0
2022-07-13 07:17:21,23.66,39.54,2888.0,0.74,653.0,58.0,6.0
2022-07-13 07:19:21,22.27,39.52,2894.0,0.95,652.0,59.0,6.0
2022-07-13 07:21:21,22.27,39.32,3014.0,0.88,661.0,60.0,7.0
2022-07-13 07:23:21,22.27,39.2,3106.0,1.19,664.0,61.0,6.0
2022-07-13 07:25:21,22.27,39.21,3162.0,0.74,663.0,61.0,6.0
2022-07-13 07:27:21,22.28,39.23,3119.0,0.75,659.0,61.0,7.0
2022-07-13 07:29:22,22.29,39.26,3109.0,0.65,658.0,61.0,7.0
2022-07-13 07:31:21,22.29,39.19,3133.0,0.59,663.0,62.0,6.0
2022-07-13 07:33:22,22.29,39.19,3145.0,0.69,657.0,62.0,6.0
2022-07-13 07:35:22,25.05,39.28,3087.0,0.99,657.0,61.0,6.0
2022-07-13 07:37:21,22.29,39.42,3007.0,0.94,650.0,61.0,7.0
2022-07-13 07:39:22,22.3,39.5,2941.0,0.82,652.0,60.0,7.0
2022-07-13 07:41:22,23.67,39.43,2993.0,0.97,655.0,60.0,8.0
2022-07-13 07:43:22,22.31,39.34,3038.0,1.23,656.0,61.0,8.0
2022-07-13 07:45:22,22.3,39.28,3084.0,0.68,658.0,61.0,6.0
2022-07-13 07:47:22,22.3,39.3,3085.0,0.8,662.0,61.0,7.0
2022-07-13 07:49:22,23.7,39.34,3122.0,0.62,657.0,61.0,6.0
2022-07-13 07:51:22,23.69,39.31,3093.0,0.9,660.0,61.0,7.0
2022-07-13 07:53:22,22.32,39.3,3120.0,0.8,658.0,61.0,6.0
2022-07-13 07:55:22,22.32,39.27,3148.0,0.7,661.0,61.0,8.0
2022-07-13 07:57:22,22.32,39.23,3153.0,0.96,661.0,62.0,7.0
2022-07-13 07:59:22,22.32,39.26,3146.0,0.84,663.0,62.0,7.0
2022-07-13 08:01:22,22.34,39.25,3139.0,0.72,660.0,62.0,7.0
2022-07-13 08:03:22,22.33,39.21,3176.0,0.95,665.0,62.0,6.0
2022-07-13 08:05:23,23.72,39.24,3202.0,0.96,664.0,61.0,7.0
2022-07-13 08:07:23,22.34,39.27,3138.0,0.89,659.0,61.0,8.0
2022-07-13 08:09:23,22.35,39.19,3165.0,0.75,662.0,62.0,8.0
2022-07-13 08:11:23,22.34,39.16,3206.0,0.73,665.0,62.0,7.0
2022-07-13 08:13:23,22.35,39.12,3201.0,0.69,664.0,62.0,7.0
2022-07-13 08:15:23,22.34,39.13,3224.0,0.7,657.0,62.0,7.0
2022-07-13 08:17:23,22.35,39.13,3162.0,0.74,657.0,62.0,7.0
2022-07-13 08:19:23,22.36,39.1,3179.0,0.68,661.0,62.0,8.0
2022-07-13 08:21:23,22.36,39.11,3174.0,0.62,662.0,62.0,7.0
2022-07-13 08:23:23,22.37,39.11,3216.0,0.97,662.0,62.0,6.0
2022-07-13 08:25:23,23.75,39.09,3218.0,0.79,661.0,62.0,7.0
2022-07-13 08:27:23,22.38,39.07,3218.0,1.17,659.0,62.0,7.0
2022-07-13 08:29:23,22.38,39.06,3204.0,0.61,657.0,62.0,8.0
2022-07-13 08:31:23,25.14,39.09,3174.0,0.8,662.0,62.0,7.0
2022-07-13 08:33:24,22.39,39.06,3197.0,1.13,661.0,62.0,7.0
2022-07-13 08:35:24,22.4,39.03,3213.0,0.75,659.0,62.0,8.0
2022-07-13 08:37:24,23.77,39.04,3211.0,0.48,660.0,62.0,7.0
2022-07-13 08:39:24,22.4,39.04,3186.0,0.65,658.0,62.0,8.0
2022-07-13 08:41:24,23.79,39.03,3172.0,0.63,657.0,62.0,7.0
2022-07-13 08:43:24,22.41,39.06,3135.0,0.95,654.0,62.0,8.0
2022-07-13 08:45:24,22.43,39.04,3124.0,0.69,659.0,62.0,8.0
2022-07-13 08:47:24,23.83,39.0,3151.0,0.76,657.0,62.0,8.0
2022-07-13 08:49:24,22.47,38.98,3127.0,1.07,657.0,62.0,8.0
2022-07-13 08:51:24,22.49,38.91,3178.0,0.76,659.0,62.0,8.0
2022-07-13 08:53:24,23.9,38.87,3183.0,0.76,659.0,62.0,8.0
2022-07-13 08:55:24,22.56,38.81,3201.0,0.73,663.0,62.0,8.0
2022-07-13 08:57:24,22.58,38.76,3206.0,1.07,658.0,62.0,8.0
2022-07-13 08:59:24,22.63,38.72,3206.0,0.72,657.0,62.0,8.0
2022-07-13 09:01:24,22.66,38.67,3190.0,0.93,656.0,62.0,8.0
2022-07-13 09:03:25,22.67,38.74,3886.0,0.57,934.0,62.0,8.0
2022-07-13 09:05:25,22.7,38.07,3837.0,1.11,744.0,57.0,8.0
2022-07-13 09:07:25,22.72,36.44,3247.0,0.63,678.0,51.0,8.0
2022-07-13 09:09:25,22.69,34.81,2907.0,0.7,632.0,47.0,7.0
2022-07-13 09:11:25,22.61,33.63,2708.0,0.66,606.0,46.0,7.0
2022-07-13 09:13:25,22.48,32.71,2529.0,0.78,564.0,47.0,7.0
2022-07-13 09:15:25,22.36,32.0,2457.0,0.67,547.0,47.0,6.0
2022-07-13 09:17:25,23.62,31.46,2360.0,0.73,530.0,47.0,6.0
2022-07-13 09:19:25,22.15,31.04,2287.0,0.91,517.0,47.0,6.0
2022-07-13 09:21:25,21.99,30.69,2225.0,0.86,498.0,47.0,7.0
2022-07-13 09:23:25,21.83,30.39,2167.0,0.88,484.0,46.0,6.0
2022-07-13 09:25:25,21.7,30.21,2097.0,0.85,472.0,46.0,6.0
2022-07-13 09:27:25,21.56,30.23,2107.0,0.82,487.0,47.0,6.0
2022-07-13 09:29:25,24.21,30.2,2108.0,0.93,484.0,47.0,6.0
2022-07-13 09:31:26,21.32,30.12,2382.0,0.78,621.0,47.0,6.0
2022-07-13 09:33:26,21.24,30.0,2833.0,0.88,693.0,47.0,6.0
2022-07-13 09:35:26,21.16,29.89,2617.0,0.86,643.0,47.0,6.0
2022-07-13 09:37:26,21.09,29.77,2473.0,0.95,602.0,46.0,6.0
2022-07-13 09:39:26,20.99,29.69,2365.0,1.11,590.0,46.0,6.0
2022-07-13 09:41:26,20.91,29.63,2328.0,1.06,581.0,46.0,6.0
2022-07-13 09:43:26,20.81,29.77,2312.0,0.88,581.0,46.0,5.0
2022-07-13 09:45:26,20.73,29.81,2271.0,1.02,572.0,46.0,6.0
2022-07-13 09:47:26,20.69,29.94,2541.0,0.89,679.0,47.0,6.0
2022-07-13 09:49:26,20.59,30.04,2866.0,0.87,723.0,47.0,6.0
2022-07-13 09:51:26,20.55,30.13,2690.0,0.7,686.0,47.0,6.0
2022-07-13 09:53:26,20.47,30.29,2603.0,0.92,684.0,47.0,6.0
2022-07-13 09:55:26,21.77,30.46,2595.0,0.72,673.0,47.0,6.0
2022-07-13 09:57:26,20.33,30.58,2551.0,0.86,662.0,47.0,6.0
2022-07-13 09:59:27,21.64,30.6,2516.0,0.92,657.0,46.0,5.0
2022-07-13 10:01:27,20.22,30.69,2515.0,0.71,654.0,47.0,5.0
2022-07-13 10:03:27,20.19,30.91,2518.0,0.78,657.0,47.0,6.0
2022-07-13 10:05:27,20.15,31.17,2506.0,0.88,656.0,47.0,5.0
2022-07-13 10:07:27,20.15,31.43,3377.0,0.79,790.0,76.0,5.0
2022-07-13 10:09:27,20.17,31.53,5684.0,0.82,872.0,102.0,5.0
2022-07-13 10:11:27,20.17,31.52,5706.0,0.86,1110.0,83.0,5.0
2022-07-13 10:13:27,20.19,31.66,5337.0,1.04,975.0,78.0,5.0
2022-07-13 10:15:27,20.19,31.73,4990.0,0.83,891.0,75.0,6.0
2022-07-13 10:17:28,21.58,31.81,4779.0,0.75,849.0,73.0,6.0
2022-07-13 10:19:28,20.2,31.54,4615.0,0.78,831.0,70.0,6.0
2022-07-13 10:21:28,21.58,31.15,4444.0,0.87,808.0,67.0,5.0
2022-07-13 10:23:28,21.58,30.83,4259.0,0.87,781.0,66.0,5.0
2022-07-13 10:25:28,20.18,30.68,4151.0,0.85,772.0,65.0,5.0
2022-07-13 10:27:28,21.54,30.39,4023.0,0.71,754.0,62.0,5.0
2022-07-13 10:29:28,20.12,30.0,3861.0,0.99,737.0,61.0,5.0
2022-07-13 10:31:28,20.05,29.7,3679.0,0.73,723.0,60.0,5.0
2022-07-13 10:33:28,20.0,29.94,3672.0,0.77,721.0,61.0,5.0
2022-07-13 10:35:28,19.97,30.34,3687.0,0.81,729.0,62.0,5.0
2022-07-13 10:37:28,19.93,30.69,3668.0,0.91,730.0,62.0,5.0
2022-07-13 10:39:28,19.91,30.89,3651.0,0.87,728.0,61.0,5.0
2022-07-13 10:41:28,19.88,30.99,3656.0,0.84,736.0,61.0,5.0
2022-07-13 10:43:28,19.85,30.98,3609.0,0.92,734.0,60.0,5.0
2022-07-13 10:45:28,19.83,32.26,3695.0,0.97,754.0,65.0,5.0
2022-07-13 10:47:28,19.83,33.76,3890.0,0.88,788.0,68.0,5.0
2022-07-13 10:49:28,19.85,35.28,4008.0,0.68,817.0,70.0,6.0
2022-07-13 10:51:28,19.89,36.44,4208.0,0.73,846.0,71.0,5.0
2022-07-13 10:53:28,19.93,37.26,4366.0,0.81,883.0,70.0,6.0
2022-07-13 10:55:29,20.0,37.78,4473.0,0.82,914.0,70.0,5.0
2022-07-13 10:57:29,20.11,38.16,4534.0,0.9,922.0,70.0,5.0
2022-07-13 10:59:29,20.18,38.33,4591.0,0.69,931.0,69.0,6.0
2022-07-13 11:01:29,20.23,38.56,4568.0,0.93,934.0,68.0,6.0
