DeviceName,EntityId,TsYMD,CH2O,PM2.5,PM10,TVOC,CO2,Temperature,Humidity,Radioactivity,Sound,CO,Stink,NO2,H2S,NH3
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:23:48,111.0,2.0,3.0,1933.0,610.0,23.09,35.82,0.0,54.0,1.95,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:25:48,111.0,2.0,3.0,1923.0,611.0,23.11,35.83,0.0,55.0,0.6,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:27:48,111.0,2.0,3.0,1938.0,619.0,23.11,35.83,0.0,54.0,0.98,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:29:48,111.0,2.0,3.0,1949.0,616.0,23.13,35.85,0.0,54.0,1.39,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:31:48,111.0,2.0,3.0,1934.0,615.0,23.14,35.88,0.0,55.0,1.42,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:33:48,111.0,2.0,3.0,1937.0,617.0,23.14,35.92,0.0,54.0,0.94,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:35:48,111.0,2.0,3.0,1951.0,619.0,24.52,35.92,0.0,55.0,0.44,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:37:48,111.0,2.0,3.0,1938.0,619.0,23.16,35.93,0.0,55.0,0.76,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:39:48,111.0,2.0,3.0,1927.0,619.0,23.16,35.95,0.0,54.0,1.69,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:41:48,111.0,2.0,3.0,1941.0,620.0,23.17,35.99,0.0,55.0,1.04,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:43:49,111.0,2.0,3.0,1933.0,616.0,23.18,36.0,0.0,54.0,0.98,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:45:49,111.0,2.0,3.0,1933.0,616.0,24.56,36.0,0.0,55.0,1.03,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:47:49,111.0,2.0,3.0,1938.0,618.0,23.18,36.04,0.0,54.0,1.07,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:49:49,111.0,2.0,3.0,1947.0,616.0,23.19,36.07,0.0,55.0,1.2,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:51:49,111.0,2.0,3.0,1964.0,617.0,23.2,36.07,0.0,55.0,0.39,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:53:49,111.0,2.0,3.0,1961.0,615.0,23.21,36.04,0.0,55.0,0.54,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:55:49,112.0,2.0,3.0,1962.0,619.0,23.23,36.06,0.0,54.0,0.5,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:57:49,112.0,2.0,3.0,1964.0,618.0,23.22,36.06,0.0,55.0,0.2,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 01:59:49,112.0,2.0,3.0,1945.0,621.0,23.23,36.08,0.0,54.0,0.54,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:01:49,112.0,2.0,3.0,1965.0,619.0,23.22,36.09,0.0,55.0,0.47,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:03:49,113.0,2.0,3.0,1962.0,621.0,24.61,36.09,0.0,54.0,0.34,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:05:49,113.0,2.0,3.0,1978.0,619.0,24.62,36.11,0.0,54.0,0.25,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:07:49,113.0,2.0,3.0,1989.0,621.0,23.25,36.1,0.0,55.0,0.6,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:09:49,113.0,2.0,3.0,1982.0,619.0,23.25,36.12,0.0,55.0,0.47,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:11:49,113.0,2.0,3.0,1988.0,618.0,23.25,36.13,0.0,55.0,0.41,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:13:49,113.0,2.0,3.0,1975.0,620.0,23.26,36.13,0.0,54.0,0.56,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:15:49,115.0,2.0,3.0,1979.0,621.0,23.25,36.13,0.0,55.0,0.45,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:17:49,114.0,2.0,3.0,1986.0,619.0,23.26,36.17,0.0,54.0,0.51,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:19:49,114.0,2.0,3.0,1968.0,620.0,24.64,36.19,0.0,55.0,0.5,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:21:50,114.0,2.0,3.0,1991.0,622.0,24.65,36.19,0.0,55.0,0.41,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:23:50,115.0,2.0,3.0,1994.0,621.0,23.27,36.19,0.0,55.0,0.6,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:25:50,115.0,2.0,3.0,2022.0,623.0,23.28,36.2,0.0,54.0,0.57,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:27:50,115.0,2.0,3.0,2011.0,622.0,23.27,36.22,0.0,55.0,0.38,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:29:50,115.0,2.0,3.0,2002.0,621.0,23.28,36.25,0.0,54.0,0.49,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:31:50,115.0,2.0,3.0,2015.0,618.0,23.29,36.25,0.0,54.0,0.43,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:33:50,115.0,2.0,3.0,1995.0,618.0,23.3,36.26,0.0,54.0,0.41,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:35:50,116.0,2.0,3.0,1984.0,620.0,23.3,36.26,0.0,54.0,0.43,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:37:50,115.0,2.0,3.0,2008.0,621.0,24.68,36.29,0.0,54.0,0.4,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:39:50,115.0,2.0,3.0,2003.0,621.0,26.06,36.31,0.0,54.0,0.42,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:41:50,115.0,2.0,3.0,1979.0,619.0,26.08,36.34,0.0,54.0,0.31,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:43:50,115.0,2.0,3.0,2008.0,623.0,23.31,36.36,0.0,54.0,0.86,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:45:50,115.0,2.0,3.0,2005.0,620.0,26.08,36.36,0.0,54.0,0.72,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:47:51,115.0,2.0,3.0,1997.0,621.0,23.31,36.37,0.0,54.0,1.47,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:49:50,116.0,2.0,3.0,1989.0,624.0,23.34,36.4,0.0,55.0,0.37,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:51:51,116.0,2.0,3.0,2004.0,620.0,23.34,36.42,0.0,54.0,0.5,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:53:51,115.0,2.0,3.0,2002.0,618.0,23.34,36.43,0.0,54.0,0.5,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:55:51,115.0,2.0,3.0,2019.0,621.0,23.36,36.45,0.0,54.0,0.4,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:57:51,116.0,2.0,4.0,2015.0,621.0,24.74,36.45,0.0,54.0,0.69,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 02:59:51,115.0,2.0,3.0,2020.0,620.0,24.74,36.46,0.0,54.0,1.03,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:01:51,115.0,2.0,3.0,2013.0,624.0,23.38,36.48,0.0,54.0,1.59,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:03:51,115.0,2.0,3.0,2000.0,624.0,23.38,36.5,0.0,55.0,0.35,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:05:51,116.0,2.0,3.0,2002.0,622.0,24.76,36.5,0.0,54.0,1.06,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:07:51,116.0,2.0,4.0,2004.0,622.0,23.38,36.5,0.0,55.0,1.69,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:09:51,116.0,2.0,3.0,2009.0,625.0,26.16,36.5,0.0,54.0,2.59,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:11:51,116.0,2.0,3.0,2029.0,628.0,23.4,36.48,0.0,55.0,1.48,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:13:51,116.0,2.0,3.0,2034.0,626.0,23.41,36.51,0.0,55.0,2.26,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:15:51,117.0,2.0,3.0,2033.0,623.0,23.41,36.51,0.0,55.0,1.2,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:17:51,117.0,2.0,3.0,2048.0,625.0,23.41,36.49,0.0,54.0,1.07,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:19:51,117.0,2.0,3.0,2035.0,627.0,23.41,36.51,0.0,54.0,1.27,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:21:52,117.0,2.0,3.0,2045.0,625.0,24.81,36.51,0.0,54.0,1.06,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:23:52,118.0,2.0,4.0,2052.0,624.0,23.44,36.52,0.0,54.0,0.42,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:25:52,119.0,2.0,3.0,2051.0,622.0,24.82,36.5,0.0,54.0,0.37,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:27:52,120.0,2.0,4.0,2067.0,628.0,23.45,36.5,0.0,54.0,0.42,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:29:52,120.0,2.0,4.0,2067.0,629.0,24.83,36.49,0.0,56.0,0.51,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:31:52,120.0,2.0,4.0,2097.0,628.0,24.84,36.5,0.0,55.0,0.31,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:33:52,120.0,2.0,3.0,2066.0,625.0,24.83,36.53,0.0,55.0,0.49,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:35:52,120.0,2.0,3.0,2076.0,630.0,23.46,36.55,0.0,55.0,1.34,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:37:52,120.0,2.0,4.0,2090.0,629.0,23.47,36.54,0.0,54.0,1.19,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:39:52,121.0,2.0,3.0,2100.0,631.0,23.47,36.52,0.0,54.0,1.37,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:41:52,121.0,2.0,4.0,2114.0,631.0,24.85,36.51,0.0,55.0,1.04,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:43:52,121.0,2.0,3.0,2107.0,629.0,23.48,36.51,0.0,54.0,1.26,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:45:52,122.0,2.0,3.0,2107.0,628.0,23.48,36.52,0.0,55.0,1.15,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:47:53,122.0,2.0,3.0,2107.0,632.0,24.87,36.52,0.0,55.0,1.05,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:49:53,122.0,2.0,3.0,2111.0,630.0,23.48,36.52,0.0,54.0,0.6,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:51:53,123.0,2.0,3.0,2111.0,629.0,23.5,36.52,0.0,54.0,0.66,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:53:53,122.0,2.0,3.0,2109.0,629.0,23.49,36.54,0.0,54.0,0.4,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:55:53,123.0,2.0,4.0,2116.0,634.0,24.88,36.53,0.0,55.0,0.3,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:57:53,123.0,2.0,4.0,2129.0,629.0,23.51,36.53,0.0,55.0,0.56,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 03:59:53,123.0,2.0,3.0,2121.0,634.0,24.89,36.53,0.0,55.0,0.55,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:01:53,125.0,2.0,3.0,2140.0,633.0,23.51,36.55,0.0,54.0,0.21,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:03:53,125.0,2.0,3.0,2141.0,636.0,23.5,36.57,0.0,55.0,0.5,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:05:53,124.0,2.0,3.0,2132.0,633.0,23.52,36.58,0.0,54.0,0.5,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:07:53,124.0,2.0,4.0,2126.0,635.0,24.89,36.58,0.0,54.0,0.35,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:09:53,124.0,2.0,3.0,2129.0,633.0,23.52,36.61,0.0,54.0,0.47,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:11:53,125.0,2.0,4.0,2142.0,636.0,23.52,36.63,0.0,54.0,0.54,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:13:53,125.0,2.0,3.0,2131.0,635.0,23.53,36.64,0.0,54.0,0.55,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:15:53,125.0,3.0,5.0,2144.0,633.0,23.52,36.64,0.0,55.0,0.73,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:17:54,125.0,2.0,3.0,2155.0,636.0,23.52,36.64,0.0,54.0,0.58,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:19:54,125.0,2.0,3.0,2147.0,633.0,24.92,36.68,0.0,54.0,0.54,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:21:54,123.0,2.0,4.0,2121.0,631.0,23.53,36.75,0.0,54.0,0.63,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:23:54,123.0,3.0,5.0,2129.0,630.0,23.54,36.8,0.0,55.0,0.7,0.44,0.01,0.0,0.0
Device 10000006,6b4516d0-144d-11ec-80c8-b1d8e607054f,2022-07-13 04:25:54,122.0,3.0,5.0,2126.0,631.0,23.54,36.83,0.0,54.0,0.33,0.44,0.01,0.0,0.0
